Accession ID,Country,Lat,Long,group,population,SpFrostDay,AridityIndex,ClimWaterDeficit,CarbonFluxSp,DiurnalRange,TaveWarmestQtr,TColdestQtr,TminColdestMth,TminSp,PETsu,Precipitation,TempRange,TSeasonality,VaporPressureSp,ExcessSalts,RootingCond,SoilpH_KCL,Toxicity,CloudCoverSp,CloudCoverSu,OzoneSp,OzoneSu,SolarRadiationSp,SolarRadiationSu,UVindexSp,UVindexSu
6085,SWE,55.7097,13.2145,S.Scandinavia,SouthSweden,20.96666667,0.688865478,-340.4611411,-0.00000134,15.35189629,16.81955719,-0.231432527,-9.998990059,-1.441497286,32.45833333,14.7826087,34.70521545,622.7954712,8.036666667,1,1,56,1,58.49333333,56.41,368.1460248,328.4418973,13459.66667,18153,3.848366102,6.211764812
6086,SWE,58.9,11.2,S.Scandinavia,Admixed,22.93333333,0.85483883,-242.8033131,-0.000000105,15.86036205,16.76498604,-1.445165873,-12.31957722,-1.973971327,33.75,16.52173913,37.16123581,674.3777466,7.423333333,0,0,47,0,56.30333333,54.17333333,371.629684,328.2510145,13262.66667,17774.33333,3.450980465,5.688889027
6087,SWE,56.4666,16.1284,S.Scandinavia,SouthSweden,23.26666667,0.617141576,-418.2349303,-8.96E-07,13.70391178,17.31010437,0.185834438,-7.777008533,-0.789197346,35.3537465,16.08695652,32.39497757,624.4024048,7.553333333,1,2,51,1,57.34333333,55.32,368.3369122,327.2488653,13918,18698.66667,3.722875873,6.107189655
6088,SWE,56.4666,16.1284,S.Scandinavia,SouthSweden,23.26666667,0.617141576,-418.2349303,-8.96E-07,13.70391178,17.31010437,0.185834438,-7.777008533,-0.789197346,35.3537465,16.08695652,32.39497757,624.4024048,7.553333333,1,2,51,1,57.34333333,55.32,368.3369122,327.2488653,13918,18698.66667,3.722875873,6.107189655
6090,SWE,55.6525,13.2197,S.Scandinavia,SouthSweden,20.96666667,0.650313028,-360.2366778,-0.00000134,15.09930515,17.28651619,0.159828126,-9.468294144,-0.898967147,32.45833333,14.7826087,34.49116135,625.1500244,8.036666667,1,1,60,1,58.49333333,56.41,368.1460248,328.4418973,13523.66667,18370.66667,3.848366102,6.211764812
6091,SWE,55.6525,13.215,S.Scandinavia,SouthSweden,20.96666667,0.639887438,-369.4922651,-0.00000134,15.07782173,17.29005432,0.165492624,-9.442908287,-0.878870289,32.45833333,14.7826087,34.46100616,625.0643921,8.036666667,1,1,57,1,58.49333333,56.41,368.1460248,328.4418973,13538,18406.66667,3.848366102,6.211764812
6092,SWE,55.6514,13.2233,S.Scandinavia,SouthSweden,20.96666667,0.640995055,-369.68381,-0.00000134,15.09930515,17.28651619,0.159828126,-9.468294144,-0.898967147,32.45833333,14.7826087,34.49116135,625.1500244,8.036666667,1,1,61,1,58.49333333,56.41,368.1460248,328.4418973,13523.66667,18370.66667,3.848366102,6.211764812
6094,SWE,55.6494,13.2147,S.Scandinavia,SouthSweden,20.96666667,0.642066007,-369.1749309,-0.00000134,15.03817368,17.26866913,0.160390109,-9.41893959,-0.88643225,32.45833333,14.7826087,34.39310837,624.3886719,8.036666667,1,1,57,1,58.49333333,56.41,368.1460248,328.4418973,13530,18314,3.848366102,6.211764812
6095,SWE,55.6486,13.2161,S.Scandinavia,SouthSweden,20.96666667,0.640379054,-371.2393878,-0.00000134,15.03817368,17.26866913,0.160390109,-9.41893959,-0.88643225,32.45833333,14.7826087,34.39310837,624.3886719,8.036666667,1,1,54,1,58.49333333,56.41,368.1460248,328.4418973,13530,18314,3.848366102,6.211764812
6096,SWE,55.6472,13.2225,S.Scandinavia,SouthSweden,20.96666667,0.644657693,-367.3667919,-0.00000134,15.05963135,17.2641201,0.154031113,-9.444943428,-0.906533182,32.45833333,14.7826087,34.42285538,624.4622803,8.036666667,1,1,57,1,58.49333333,56.41,368.1460248,328.4418973,13502.66667,18296.66667,3.848366102,6.211764812
6097,SWE,55.6481,13.2264,S.Scandinavia,SouthSweden,20.96666667,0.645714638,-367.0034191,-0.00000134,15.08068657,17.26636505,0.152521819,-9.466165543,-0.911230326,32.45833333,14.7826087,34.45443344,624.6074829,8.036666667,1,1,57,1,58.49333333,56.41,368.1460248,328.4418973,13490,18263.66667,3.848366102,6.211764812
6098,SWE,55.6561,13.2178,S.Scandinavia,SouthSweden,20.96666667,0.641779641,-377.4710069,-0.00000134,15.09930515,17.28651619,0.159828126,-9.468294144,-0.898967147,32.45833333,14.7826087,34.49116135,625.1500244,8.036666667,1,1,56,1,58.49333333,56.41,368.1460248,328.4418973,13523.66667,18370.66667,3.848366102,6.211764812
6099,SWE,55.6575,13.2386,S.Scandinavia,SouthSweden,20.96666667,0.640851246,-377.9591863,-0.00000134,15.14104557,17.27593613,0.146263808,-9.520013809,-0.938603838,32.45833333,14.7826087,34.54843903,625.2733765,8.036666667,1,1,61,1,58.49333333,56.41,368.1460248,328.4418973,13503.66667,18298.33333,3.848366102,6.211764812
6100,SWE,55.6,13.2,S.Scandinavia,SouthSweden,20.96666667,0.67593863,-357.8058922,-0.00000134,14.81673145,17.1240387,0.111977898,-9.297667503,-0.916713834,32.45833333,14.7826087,34.00638199,620.4737549,8.036666667,1,1,59,1,58.49333333,56.41,368.1460248,328.4418973,13573,18349.66667,3.848366102,6.211764812
6101,SWE,55.6,13.2,S.Scandinavia,SouthSweden,20.96666667,0.675532572,-358.2062519,-0.00000134,14.81673145,17.1240387,0.111977898,-9.297667503,-0.916713834,32.45833333,14.7826087,34.00638199,620.4737549,8.036666667,1,1,59,1,58.49333333,56.41,368.1460248,328.4418973,13573,18349.66667,3.848366102,6.211764812
6102,SWE,55.6,13.2,S.Scandinavia,SouthSweden,20.96666667,0.675997086,-357.7482561,-0.00000134,14.81673145,17.1240387,0.111977898,-9.297667503,-0.916713834,32.45833333,14.7826087,34.00638199,620.4737549,8.036666667,1,1,59,1,58.49333333,56.41,368.1460248,328.4418973,13573,18349.66667,3.848366102,6.211764812
6104,SWE,55.7,13.2,S.Scandinavia,SouthSweden,20.96666667,0.680113438,-340.7280561,-0.00000134,15.2911787,16.97369003,-0.110668831,-9.841552734,-1.263719877,32.45833333,14.7826087,34.67059708,623.97052,8.036666667,1,1,49,1,58.49333333,56.41,368.1460248,328.4418973,13487.33333,18180.66667,3.848366102,6.211764812
6105,SWE,55.7967,13.1211,S.Scandinavia,SouthSweden,20.96666667,0.656742823,-364.9477323,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,53,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6106,SWE,55.7931,13.1186,S.Scandinavia,SouthSweden,20.96666667,0.656346747,-364.8261873,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,55,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6107,SWE,55.7942,13.1222,S.Scandinavia,SouthSweden,20.96666667,0.658245771,-363.5897371,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,53,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6108,SWE,55.7989,13.1206,S.Scandinavia,WesternEurope,20.96666667,0.655273339,-366.2627176,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,54,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6109,SWE,55.7936,13.1233,S.Scandinavia,SouthSweden,20.96666667,0.656708802,-365.0183195,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,53,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6111,SWE,55.7989,13.1219,S.Scandinavia,SouthSweden,20.96666667,0.656462591,-364.8916998,-0.00000134,15.47100163,17.28873062,0.047725167,-9.771222115,-1.030211111,32.45833333,14.7826087,35.06600571,630.4459229,8.036666667,1,1,53,1,58.49333333,56.41,368.6709595,328.6327838,13503.66667,18302.33333,3.848366102,6.211764812
6112,SWE,55.7967,13.1044,S.Scandinavia,SouthSweden,20.96666667,0.655606999,-368.0151369,-0.00000134,15.41996765,17.25473785,0.032915838,-9.737566948,-1.052495996,32.45833333,14.7826087,34.97826004,629.694519,8.036666667,1,1,56,1,58.49333333,56.41,368.6709595,328.6327838,13531.33333,18300.33333,3.848366102,6.211764812
6113,SWE,55.8078,13.1028,S.Scandinavia,SouthSweden,20.96666667,0.660228287,-354.571857,-0.00000134,15.45710182,17.25342178,0.023347197,-9.772279739,-1.036682765,32.45833333,14.7826087,35.03363037,630.0662842,8.036666667,1,1,58,1,58.49333333,56.41,368.6709595,328.6327838,13519.66667,18372.66667,3.848366102,6.211764812
6114,SWE,55.8097,13.1342,S.Scandinavia,SouthSweden,20.96666667,0.671003479,-356.2862354,-0.00000134,15.59498787,17.17390442,-0.057686307,-9.964143753,-1.202534358,32.45833333,14.7826087,35.20792389,630.2327271,8.036666667,1,1,60,1,58.49333333,56.41,368.6709595,328.6327838,13514,18265,3.848366102,6.211764812
6115,SWE,55.8,13.1367,S.Scandinavia,SouthSweden,20.96666667,0.664626446,-359.2441414,-0.00000134,15.5580864,17.22350121,-0.014667206,-9.899597168,-1.137263298,32.45833333,14.7826087,35.17097473,630.4230957,8.036666667,1,1,56,1,58.49333333,56.41,368.6709595,328.6327838,13518,18288,3.848366102,6.211764812
6118,SWE,55.7,13.2,S.Scandinavia,SouthSweden,20.96666667,0.682363366,-338.5076954,-0.00000134,15.2911787,16.97369003,-0.110668831,-9.841552734,-1.263719877,32.45833333,14.7826087,34.67059708,623.97052,8.036666667,1,1,49,1,58.49333333,56.41,368.1460248,328.4418973,13487.33333,18180.66667,3.848366102,6.211764812
6119,SWE,55.7,13.2,S.Scandinavia,SouthSweden,20.96666667,0.682104325,-338.7633327,-0.00000134,15.2911787,16.97369003,-0.110668831,-9.841552734,-1.263719877,32.45833333,14.7826087,34.67059708,623.97052,8.036666667,1,1,49,1,58.49333333,56.41,368.1460248,328.4418973,13487.33333,18180.66667,3.848366102,6.211764812
6122,SWE,55.8364,13.3075,S.Scandinavia,SouthSweden,20.96666667,0.716747783,-333.1390669,-0.00000134,16.12341118,16.85821533,-0.376758158,-10.71595383,-1.771304528,32.45833333,14.7826087,35.87698364,630.75,8.036666667,1,1,55,1,58.49333333,56.41,368.6232383,328.5373406,13433.33333,18042,3.848366102,6.211764812
6123,SWE,55.8369,13.3033,S.Scandinavia,SouthSweden,20.96666667,0.719523591,-330.4794511,-0.00000134,16.12341118,16.85821533,-0.376758158,-10.71595383,-1.771304528,32.45833333,14.7826087,35.87698364,630.75,8.036666667,1,1,53,1,58.49333333,56.41,368.6232383,328.5373406,13433.33333,18042,3.848366102,6.211764812
6124,SWE,55.8378,13.3092,S.Scandinavia,SouthSweden,20.96666667,0.71632564,-334.8304046,-0.00000134,16.13962746,16.84118462,-0.391610295,-10.74458027,-1.788071791,32.45833333,14.7826087,35.89510345,630.6751709,8.036666667,1,1,54,1,58.49333333,56.41,368.6232383,328.5373406,13425.33333,18079,3.848366102,6.211764812
6125,SWE,55.8403,13.3106,S.Scandinavia,SouthSweden,20.96666667,0.717079679,-334.8488837,-0.00000134,16.13962746,16.84118462,-0.391610295,-10.74458027,-1.788071791,32.45833333,14.7826087,35.89510345,630.6751709,8.036666667,1,1,55,1,58.49333333,56.41,368.6232383,328.5373406,13425.33333,18079,3.848366102,6.211764812
6126,SWE,55.8411,13.3047,S.Scandinavia,SouthSweden,20.96666667,0.716858988,-334.0115362,-0.00000134,16.12341118,16.85821533,-0.376758158,-10.71595383,-1.771304528,32.45833333,14.7826087,35.87698364,630.75,8.036666667,1,1,54,1,58.49333333,56.41,368.6232383,328.5373406,13433.33333,18042,3.848366102,6.211764812
6128,SWE,55.8397,13.2881,S.Scandinavia,SouthSweden,20.96666667,0.71093839,-319.9591485,-0.00000134,16.0894165,16.84124565,-0.382556885,-10.68908978,-1.786223928,32.45833333,14.7826087,35.81954575,630.3046875,8.036666667,1,1,51,1,58.49333333,56.41,368.6232383,328.5373406,13464,18182,3.848366102,6.211764812
6131,SWE,55.8369,13.3181,S.Scandinavia,SouthSweden,20.96666667,0.72123375,-331.6999974,-0.00000134,16.15530777,16.79589653,-0.426220268,-10.79040146,-1.837343454,32.45833333,14.7826087,35.90197372,630.2745361,8.036666667,1,1,53,1,58.49333333,56.41,368.6232383,328.5373406,13434,18132.33333,3.848366102,6.211764812
6132,SWE,55.8386,13.3186,S.Scandinavia,SouthSweden,20.96666667,0.721239503,-331.7258998,-0.00000134,16.15530777,16.79589653,-0.426220268,-10.79040146,-1.837343454,32.45833333,14.7826087,35.90197372,630.2745361,8.036666667,1,1,53,1,58.49333333,56.41,368.6232383,328.5373406,13434,18132.33333,3.848366102,6.211764812
6133,SWE,55.8364,13.2906,S.Scandinavia,SouthSweden,20.96666667,0.713969915,-317.159303,-0.00000134,16.0894165,16.84124565,-0.382556885,-10.68908978,-1.786223928,32.45833333,14.7826087,35.81954575,630.3046875,8.036666667,1,1,48,1,58.49333333,56.41,368.6232383,328.5373406,13464,18182,3.848366102,6.211764812
6134,SWE,55.8383,13.2906,S.Scandinavia,SouthSweden,20.96666667,0.711610162,-319.2560257,-0.00000134,16.0894165,16.84124565,-0.382556885,-10.68908978,-1.786223928,32.45833333,14.7826087,35.81954575,630.3046875,8.036666667,1,1,50,1,58.49333333,56.41,368.6232383,328.5373406,13464,18182,3.848366102,6.211764812
6136,SWE,55.9336,13.5519,S.Scandinavia,SouthSweden,22.53333333,0.766010771,-291.9901204,-0.00000134,16.75232697,16.76249504,-0.595056474,-11.40624237,-2.166419148,32.95833333,14.7826087,36.82238388,636.3939819,7.866666667,1,2,49,1,58.13666667,55.05,368.1460248,328.4418992,13469.33333,18107,3.848366102,6.232679844
6137,SWE,55.9419,13.5603,S.Scandinavia,SouthSweden,22.53333333,0.775879569,-283.8894887,-0.00000134,16.78295326,16.66533279,-0.673364162,-11.4957695,-2.279387077,32.95833333,14.7826087,36.83565521,635.7182617,7.866666667,1,2,49,1,58.13666667,55.05,368.1460248,328.4418992,13456.33333,18138,3.848366102,6.232679844
6138,SWE,55.9403,13.5511,S.Scandinavia,SouthSweden,22.53333333,0.769086807,-289.2572727,-0.00000134,16.75232697,16.76249504,-0.595056474,-11.40624237,-2.166419148,32.95833333,14.7826087,36.82238388,636.3939819,7.866666667,1,2,48,1,58.13666667,55.05,368.1460248,328.4418992,13469.33333,18107,3.848366102,6.232679844
6140,SWE,55.9392,13.5539,S.Scandinavia,SouthSweden,22.53333333,0.766865708,-290.6642991,-0.00000134,16.75232697,16.76249504,-0.595056474,-11.40624237,-2.166419148,32.95833333,14.7826087,36.82238388,636.3939819,7.866666667,1,2,50,1,58.13666667,55.05,368.1460248,328.4418992,13469.33333,18107,3.848366102,6.232679844
6141,SWE,55.9414,13.5542,S.Scandinavia,SouthSweden,22.53333333,0.767439534,-290.5703803,-0.00000134,16.75232697,16.76249504,-0.595056474,-11.40624237,-2.166419148,32.95833333,14.7826087,36.82238388,636.3939819,7.866666667,1,2,50,1,58.13666667,55.05,368.1460248,328.4418992,13469.33333,18107,3.848366102,6.232679844
6142,SWE,55.9428,13.5558,S.Scandinavia,SouthSweden,22.53333333,0.770363489,-289.1371366,-0.00000134,16.7857666,16.70050049,-0.648108959,-11.47515488,-2.255442381,32.95833333,14.7826087,36.85093689,636.1021729,7.866666667,1,2,50,1,58.13666667,55.05,368.1460248,328.4418992,13483.33333,18119.66667,3.848366102,6.232679844
6145,SWE,55.9497,13.5533,S.Scandinavia,SouthSweden,22.53333333,0.772072787,-294.332262,-0.00000134,16.7857666,16.70050049,-0.648108959,-11.47515488,-2.255442381,32.95833333,14.7826087,36.85093689,636.1021729,7.866666667,1,2,48,1,58.13666667,55.05,368.1460248,328.4418992,13483.33333,18119.66667,3.848366102,6.232679844
6148,SWE,55.9319,13.5508,S.Scandinavia,SouthSweden,22.53333333,0.761053309,-293.4410591,-0.00000134,16.71860695,16.83390999,-0.535172164,-11.33102608,-2.086019437,32.95833333,14.7826087,36.79682541,636.7852783,7.866666667,1,2,48,1,58.13666667,55.05,368.1460248,328.4418992,13453.33333,18108.33333,3.848366102,6.232679844
6149,SWE,55.9281,13.5481,S.Scandinavia,SouthSweden,22.53333333,0.758845961,-296.4874507,-0.00000134,16.72101593,16.82439804,-0.541953981,-11.33828449,-2.086744865,32.95833333,14.7826087,36.79521561,636.6740112,7.866666667,1,2,51,1,58.13666667,55.05,368.1460248,328.4418992,13461,18073,3.848366102,6.232679844
6150,SWE,55.9261,13.5319,S.Scandinavia,SouthSweden,22.53333333,0.772672377,-290.9590635,-0.00000134,16.72381783,16.75941467,-0.587980449,-11.37969494,-2.170587619,32.95833333,14.7826087,36.77216339,635.9226074,7.866666667,1,2,47,1,58.13666667,55.05,368.1460248,328.4418992,13454.33333,18140.66667,3.848366102,6.232679844
6151,SWE,55.6528,13.2244,S.Scandinavia,SouthSweden,20.96666667,0.640773273,-369.9127562,-0.00000134,15.09930515,17.28651619,0.159828126,-9.468294144,-0.898967147,32.45833333,14.7826087,34.49116135,625.1500244,8.036666667,1,1,61,1,58.49333333,56.41,368.1460248,328.4418973,13523.66667,18370.66667,3.848366102,6.211764812
6153,SWE,62.6425,17.7422,N.Scandinavia,NorthSweden,30.57333333,0.807541179,-184.0559966,0.000000274,18.62651825,14.74092674,-5.885086536,-19.15367317,-7.227821767,32.58333333,26.08695652,43.00035858,762.0634766,5.74,1,2,44,1,61.36333333,58.43,373.9680278,322.3335729,12813,17511.66667,2.844444553,4.998692989
6154,SWE,62.6422,17.7406,N.Scandinavia,NorthSweden,30.57333333,0.807209974,-183.0554454,0.000000274,18.66920471,14.82696629,-5.842962265,-19.13583374,-7.136846224,32.58333333,26.08695652,43.08880234,763.5342407,5.74,1,2,43,1,61.36333333,58.43,373.9680278,322.3335729,12801.33333,17509.33333,2.844444553,4.998692989
6163,SWE,62.6425,17.7356,N.Scandinavia,NorthSweden,30.57333333,0.80224049,-188.3968222,0.000000274,18.66920471,14.82696629,-5.842962265,-19.13583374,-7.136846224,32.58333333,26.08695652,43.08880234,763.5342407,5.74,1,2,43,1,61.36333333,58.43,373.9680278,322.3335729,12801.33333,17509.33333,2.844444553,4.998692989
6166,SWE,62.6425,17.7372,N.Scandinavia,NorthSweden,30.57333333,0.802692725,-187.9572859,0.000000274,18.66920471,14.82696629,-5.842962265,-19.13583374,-7.136846224,32.58333333,26.08695652,43.08880234,763.5342407,5.74,1,2,43,1,61.36333333,58.43,373.9680278,322.3335729,12801.33333,17509.33333,2.844444553,4.998692989
6169,SWE,62.8714,18.3447,N.Scandinavia,NorthSweden,30.00333333,0.804506129,-225.7777093,-3.05E-07,16.87074089,14.85853672,-5.511140823,-17.78631783,-6.516163945,32.41666667,24.7826087,40.6015358,743.6941528,5.95,1,2,46,1,61.05333333,58.24666667,374.4452422,322.3812931,12836.33333,17649.66667,2.80261449,4.977777958
6172,SWE,62.8717,18.3436,N.Scandinavia,NorthSweden,30.00333333,0.805411553,-223.996102,-3.03E-07,16.87074089,14.85853672,-5.511140823,-17.78631783,-6.516163945,32.41666667,24.7826087,40.6015358,743.6941528,5.95,1,2,47,1,61.05333333,58.24666667,374.4452422,322.3812931,12836.33333,17649.66667,2.80261449,4.977777958
6173,SWE,62.8717,18.3419,N.Scandinavia,NorthSweden,30.00333333,0.80547316,-223.934735,-3.03E-07,16.87074089,14.85853672,-5.511140823,-17.78631783,-6.516163945,32.41666667,24.7826087,40.6015358,743.6941528,5.95,1,2,47,1,61.05333333,58.24666667,374.4452422,322.3812931,12836.33333,17649.66667,2.80261449,4.977777958
6174,SWE,62.8719,18.3422,N.Scandinavia,NorthSweden,30.00333333,0.805239966,-224.1672292,-3.04E-07,16.87074089,14.85853672,-5.511140823,-17.78631783,-6.516163945,32.41666667,24.7826087,40.6015358,743.6941528,5.95,1,2,47,1,61.05333333,58.24666667,374.4452422,322.3812931,12836.33333,17649.66667,2.80261449,4.977777958
6177,SWE,62.6322,17.69,N.Scandinavia,NorthSweden,30.57333333,0.797369624,-183.5365409,0.000000274,18.82826805,14.85622025,-5.850091457,-19.23243713,-7.17802757,32.58333333,26.08695652,43.31569672,765.5297852,5.74,1,2,41,1,61.36333333,58.43,373.9680278,322.3335729,12832.66667,17589.66667,2.844444553,4.998692989
6180,SWE,62.6322,17.6906,N.Scandinavia,Germany,30.57333333,0.797369579,-183.5365505,0.000000274,18.82826805,14.85622025,-5.850091457,-19.23243713,-7.17802757,32.58333333,26.08695652,43.31569672,765.5297852,5.74,1,2,41,1,61.36333333,58.43,373.9680278,322.3335729,12832.66667,17589.66667,2.844444553,4.998692989
6184,SWE,62.8892,18.4522,N.Scandinavia,NorthSweden,30.00333333,0.717659357,-286.0986727,-3.13E-07,16.39856529,15.41350746,-5.047432899,-17.0435524,-5.775529385,32.41666667,24.7826087,40.06745148,741.7471313,5.95,0,0,47,0,61.05333333,58.24666667,374.4452422,322.3812931,13539.47359,18145.23779,2.80261449,4.977777958
6188,SWE,55.7683,14.1386,S.Scandinavia,SouthSweden,22.13333333,0.708270612,-351.7195905,-8.71E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6189,SWE,55.7686,14.1383,S.Scandinavia,SouthSweden,22.13333333,0.708261174,-351.6737473,-8.71E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6191,SWE,55.7689,14.1375,S.Scandinavia,SouthSweden,22.13333333,0.70825933,-351.6644289,-8.71E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6192,SWE,55.7692,14.1369,S.Scandinavia,SouthSweden,22.13333333,0.709395084,-349.1293741,-8.62E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6193,SWE,55.7694,14.1347,S.Scandinavia,SouthSweden,22.13333333,0.709747047,-348.5640832,-8.61E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6194,SWE,55.7706,14.1342,S.Scandinavia,SouthSweden,22.13333333,0.712290727,-348.9717484,-8.66E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,51,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6195,SWE,55.7708,14.1342,S.Scandinavia,SouthSweden,22.13333333,0.712352736,-348.9093247,-8.66E-07,14.58409595,16.67356491,-0.232293725,-9.38889122,-1.346322219,32.91666667,14.34782609,33.66669083,617.159729,7.836666667,1,1,51,1,57.29666667,53.54666667,368.3369122,328.2987356,13612.66667,18364.33333,3.848366102,6.232679844
6198,SWE,55.7708,14.1331,S.Scandinavia,SouthSweden,22.13333333,0.709777191,-350.7027329,-8.72E-07,14.60982418,16.65742493,-0.249362007,-9.426493645,-1.342714429,32.91666667,14.34782609,33.69909668,617.2105713,7.836666667,1,1,51,1,57.29666667,53.54666667,368.3369122,328.2987356,13604,18363,3.848366102,6.232679844
6201,SWE,55.7719,14.1211,S.Scandinavia,SouthSweden,22.13333333,0.707448305,-352.9234379,-8.75E-07,14.63570499,16.66009712,-0.251851529,-9.450914383,-1.339135329,32.91666667,14.34782609,33.73698807,617.4169312,7.836666667,1,1,53,1,57.29666667,53.54666667,368.3369122,328.2987356,13607,18363,3.848366102,6.232679844
6202,SWE,55.7717,14.1206,S.Scandinavia,SouthSweden,22.13333333,0.70455799,-354.1219735,-8.76E-07,14.63570499,16.66009712,-0.251851529,-9.450914383,-1.339135329,32.91666667,14.34782609,33.73698807,617.4169312,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13607,18363,3.848366102,6.232679844
6203,SWE,55.7714,14.1208,S.Scandinavia,SouthSweden,22.13333333,0.704554212,-354.1038756,-8.76E-07,14.63570499,16.66009712,-0.251851529,-9.450914383,-1.339135329,32.91666667,14.34782609,33.73698807,617.4169312,7.836666667,1,1,54,1,57.29666667,53.54666667,368.3369122,328.2987356,13607,18363,3.848366102,6.232679844
6209,SWE,62.8836,18.1842,N.Scandinavia,NorthSweden,30.00333333,0.786870396,-228.2890944,-2.63E-07,17.83773422,15.23157978,-5.591741085,-18.46478462,-6.394915819,32.41666667,24.7826087,42.2035141,762.9126587,5.95,1,2,45,1,61.05333333,58.24666667,374.3975201,322.2381277,12768,17600.33333,2.80261449,4.977777958
6210,SWE,62.8839,18.1836,N.Scandinavia,NorthSweden,30.00333333,0.786853408,-228.3059905,-2.63E-07,17.83773422,15.23157978,-5.591741085,-18.46478462,-6.394915819,32.41666667,24.7826087,42.2035141,762.9126587,5.95,1,2,45,1,61.05333333,58.24666667,374.3975201,322.2381277,12768,17600.33333,2.80261449,4.977777958
6214,SWE,63.0175,18.3281,N.Scandinavia,NorthSweden,30.66666667,0.784996792,-221.2293214,0.000000276,17.8986721,15.27630711,-5.698784351,-18.65497971,-6.71456332,31.91666667,26.95652174,42.43861008,768.3109131,5.403333333,1,2,47,1,62.22333333,59.7,374.4452404,321.9040796,12751,17543.33333,2.80261449,4.956862926
6216,SWE,63.0167,18.3283,N.Scandinavia,NorthSweden,30.66666667,0.784996817,-221.2298926,0.000000276,17.8986721,15.27630711,-5.698784351,-18.65497971,-6.71456332,31.91666667,26.95652174,42.43861008,768.3109131,5.403333333,1,2,47,1,62.22333333,59.7,374.4452404,321.9040796,12751,17543.33333,2.80261449,4.956862926
6217,SWE,63.0169,18.3283,N.Scandinavia,NorthSweden,30.66666667,0.784996807,-221.2297507,0.000000276,17.8986721,15.27630711,-5.698784351,-18.65497971,-6.71456332,31.91666667,26.95652174,42.43861008,768.3109131,5.403333333,1,2,47,1,62.22333333,59.7,374.4452404,321.9040796,12751,17543.33333,2.80261449,4.956862926
6218,SWE,63.0172,18.3283,N.Scandinavia,NorthSweden,30.66666667,0.784996791,-221.229538,0.000000276,17.8986721,15.27630711,-5.698784351,-18.65497971,-6.71456332,31.91666667,26.95652174,42.43861008,768.3109131,5.403333333,1,2,47,1,62.22333333,59.7,374.4452404,321.9040796,12751,17543.33333,2.80261449,4.956862926
6220,SWE,62.806,18.1896,N.Scandinavia,NorthSweden,30.00333333,0.77555921,-224.991192,-2.56E-07,17.75543594,15.26634121,-5.47146225,-18.26423645,-6.330565507,32.41666667,24.7826087,42.00907516,759.3817139,5.95,1,2,43,1,61.05333333,58.24666667,374.3975201,322.2381277,12793.33333,17753.33333,2.80261449,4.977777958
